job	company	sex	residence	blood_group	ssn	name	birthdate	race	age	leukocyty	weight	hbver	HK group	weight group	er-cv	ast	indicator	hematokrit	trombocyty	smoker	alt	etytr	erytrocyty	hemoglobin	alp	relationship
Field seismologist	Greer Ltd	M	"51331 Singh Garden
Michaelmouth, CO 07747"	O-	061-61-2641	Nicholas Russo	1991-12-01	White	29	9.12753	29.16126	5.15585	6-7	20-30	29.20998	61.37488	0.0	6.78237	7.88636	yes	4.77653	5.7723	6.14205	6.98736	72.9792	divorced
Field seismologist	Greer Ltd	M	"51331 Singh Garden
Michaelmouth, CO 07747"	O-	061-61-2641	Nicholas Russo	1991-12-01	White	29	2.97785	57.39728	5.6727	7-8	50-60	79.78203	34.73366	0.0	7.54011	9.57507	no	7.9741	8.8744005	7.36619	5.13845	67.80261	single
Field seismologist	Greer Ltd	M	"51331 Singh Garden
Michaelmouth, CO 07747"	O-	061-61-2641	Nicholas Russo	1991-12-01	White	29	8.13925	90.75828	6.67428	4-5	90-100	49.894686	35.66567	0.0	4.35266	9.5592	no	8.60292	7.63169	7.19534	6.53793	81.43093	widowed
Field seismologist	Greer Ltd	M	"51331 Singh Garden
Michaelmouth, CO 07747"	O-	061-61-2641	Nicholas Russo	1991-12-01	White	29	6.78554	52.46303	6.36614	9-10	50-60	49.23699	54.05086	1.0	9.21543	6.80267	no	5.66352	6.33082	4.77694	6.13728	89.688798	nop
Programmer, applications	Valenzuela and Sons	M	"625 Donna Pines Suite 734
New Brenda, TX 54807"	AB-	742-97-6478	John Arnold	1983-12-28	Asian	37	5.36654	90.17941	6.69482	5-6	90-100	70.75701	37.73555	0.0	5.01783	8.33518	no	7.36585	8.19449	6.77825	7.16268	75.1088	divorced
Programmer, applications	Valenzuela and Sons	M	"625 Donna Pines Suite 734
New Brenda, TX 54807"	AB-	742-97-6478	John Arnold	1983-12-28	Asian	37	7.76121	58.86305	6.30021	4-5	50-60	39.7998	60.07474	0.0	4.93613	9.0569	yes	4.34943	6.63605	4.98969	5.31275	65.15261	married
Programmer, applications	Valenzuela and Sons	M	"625 Donna Pines Suite 734
New Brenda, TX 54807"	AB-	742-97-6478	John Arnold	1983-12-28	Asian	37	7.50989	4.07333	5.84147	5-6	0-10	45.24987	48.1696	0.0	5.227	7.47598	no	13.1814	4.95574	7.91031	6.51556	86.42614	single
Programmer, applications	Valenzuela and Sons	M	"625 Donna Pines Suite 734
New Brenda, TX 54807"	AB-	742-97-6478	John Arnold	1983-12-28	Asian	37	5.75445	116.34936	8.26431	7-8	110-120	54.26434	49.20319	1.0	7.6138	5.98056	no	14.52479	6.46094	8.23811	7.34632	61.28069	widowed
Programme researcher, broadcasting/film/video	Hogan Ltd	F	"65379 Nicholas Point Suite 044
South Jeff, MS 03107"	A-	821-99-8430	Natasha Brennan	2011-05-10	Hawaiian	10	6.12527	50.51074	8.71225	5-6	50-60	64.37305	49.26776	0.0	5.06697	7.71719	no	5.25631	8.40792	6.17915	6.48809	89.688798	widowed
Programme researcher, broadcasting/film/video	Hogan Ltd	F	"65379 Nicholas Point Suite 044
South Jeff, MS 03107"	A-	821-99-8430	Natasha Brennan	2011-05-10	Hawaiian	10	6.83715	18.23235	7.68818	6-7	10-20	35.15838	46.84552	1.0	6.93281	6.22856	yes	6.09368	6.40936	6.88209	6.52324	86.10706	widowed
Programme researcher, broadcasting/film/video	Hogan Ltd	F	"65379 Nicholas Point Suite 044
South Jeff, MS 03107"	A-	821-99-8430	Natasha Brennan	2011-05-10	Hawaiian	10	7.53524	44.35446	5.17779	6-7	40-50	33.99493	51.431496	0.0	6.26145	7.17464	no	12.67074	4.25065	7.42701	8.52958	28.56939	single
Programme researcher, broadcasting/film/video	Hogan Ltd	F	"65379 Nicholas Point Suite 044
South Jeff, MS 03107"	A-	821-99-8430	Natasha Brennan	2011-05-10	Hawaiian	10	5.80921	69.98495	6.88562	9-10	60-70	54.6325	32.19098	1.0	9.04749	6.63049	no	10.52108	6.72602	7.50117	5.25528	66.12208	divorced
Analytical chemist	Adams-Moore	M	"06207 Walters Pine Suite 286
New Kayla, DE 31849"	B-	883-59-6422	Ethan Perkins	1982-07-30	Asian	39	7.63053	31.74579	6.90913	4-5	30-40	74.54077	54.39803	1.0	4.93612	5.0622	no	7.48975	5.38284	6.44797	6.36918	82.37858	married
Analytical chemist	Adams-Moore	M	"06207 Walters Pine Suite 286
New Kayla, DE 31849"	B-	883-59-6422	Ethan Perkins	1982-07-30	Asian	39	7.80878	42.85104	5.00888	7-8	40-50	13.15547	45.3865	1.0	7.48327	2.45604	no	5.15206	3.823988	5.63763	6.6065	84.75371	divorced
Analytical chemist	Adams-Moore	M	"06207 Walters Pine Suite 286
New Kayla, DE 31849"	B-	883-59-6422	Ethan Perkins	1982-07-30	Asian	39	4.47857	31.19218	6.29037	4-5	30-40	50.99147	65.0035	0.0	4.9904	8.32353	no	5.97434	6.74476	6.59084	5.51779	72.937	married
Analytical chemist	Adams-Moore	M	"06207 Walters Pine Suite 286
New Kayla, DE 31849"	B-	883-59-6422	Ethan Perkins	1982-07-30	Asian	39	6.18769	70.16118	6.88388	9-10	70-80	54.21713	47.50777	1.0	9.19922	6.20972	no	16.21431	5.23192	8.06305	6.24178	84.37212	widowed
Engineer, mining	Boyle-Farmer	M	"8153 Tammy Lodge
Castanedashire, KY 28824"	A+	480-72-4596	Kenneth Branch	1995-03-03	White	26	8.16855	110.0067	6.38209	7-8	110-120	56.15651	55.36797	0.0	7.09441	8.2357	yes	8.87738	5.28058	7.06184	5.97362	81.39408	single
Engineer, mining	Boyle-Farmer	M	"8153 Tammy Lodge
Castanedashire, KY 28824"	A+	480-72-4596	Kenneth Branch	1995-03-03	White	26	5.79921	73.09954	6.08109	8-9	70-80	63.15613	26.4268	1.0	8.92884	6.6937	yes	5.74336	4.94242	6.50846	8.55448	24.0379575	single
Engineer, mining	Boyle-Farmer	M	"8153 Tammy Lodge
Castanedashire, KY 28824"	A+	480-72-4596	Kenneth Branch	1995-03-03	White	26	4.84409	79.85157	6.686999999999999	5-6	70-80	42.67977	73.87149	1.0	5.75544	2.42086	no	5.94384	3.823988	6.78103	6.7335	80.99506	married
Engineer, mining	Boyle-Farmer	M	"8153 Tammy Lodge
Castanedashire, KY 28824"	A+	480-72-4596	Kenneth Branch	1995-03-03	White	26	9.40937	11.15813	7.56119	5-6	10-20	46.99922	17.24438	1.0	5.36514	7.86022	no	5.0892	6.2319	4.92187	6.29487	88.76715	widowed
Claims inspector/assessor	Chavez and Sons	F	"3738 Roth Island
North Stephanie, MA 66593"	A-	494-87-0077	Shelley Reeves	2001-03-04	Hawaiian	20	7.37727	58.66133	7.25295	6-7	50-60	66.03001	59.54177	1.0	6.5137	6.59583	no	9.1047	7.20516	6.91812	6.2318	89.688798	single
Claims inspector/assessor	Chavez and Sons	F	"3738 Roth Island
North Stephanie, MA 66593"	A-	494-87-0077	Shelley Reeves	2001-03-04	Hawaiian	20	7.65333	96.03172	5.66576	4-5	90-100	45.76379	47.87852	0.0	4.64048	5.0656	no	14.41637	5.30649	8.09595	7.51126	60.09739	separated
Claims inspector/assessor	Chavez and Sons	F	"3738 Roth Island
North Stephanie, MA 66593"	A-	494-87-0077	Shelley Reeves	2001-03-04	Hawaiian	20	7.98661	68.74539	7.6112	6-7	60-70	59.46238	51.25849	1.0	6.2888	4.17556	no	5.9207	4.4369	6.85201	8.25774	31.59556	divorced
Claims inspector/assessor	Chavez and Sons	F	"3738 Roth Island
North Stephanie, MA 66593"	A-	494-87-0077	Shelley Reeves	2001-03-04	Hawaiian	20	8.60132	140.08222	6.87139	4-5	140-150	63.5034	74.53373	0.0	4.75053	8.85441	yes	5.81108	7.1151	5.65134	6.83641	82.82981	divorced
International aid/development worker	Williams, Campbell and Gomez	F	"7203 Barr Corner Apt. 093
Tatestad, TX 09698"	O+	062-12-9692	Teresa Ramos	1915-12-02	White	105	3.69501	26.3049	5.78335	5-6	20-30	55.46896	55.90604	0.0	5.26841	7.96052	no	6.45718	8.53514	6.87964	6.31042	89.12226	divorced
International aid/development worker	Williams, Campbell and Gomez	F	"7203 Barr Corner Apt. 093
Tatestad, TX 09698"	O+	062-12-9692	Teresa Ramos	1915-12-02	White	105	6.79857	27.87232	7.92874	6-7	20-30	39.5329	40.40163	1.0	6.66979	2.82048	no	6.18778	4.41604	6.26055	7.64895	59.28302	married
International aid/development worker	Williams, Campbell and Gomez	F	"7203 Barr Corner Apt. 093
Tatestad, TX 09698"	O+	062-12-9692	Teresa Ramos	1915-12-02	White	105	7.39475	51.29682	7.28937	4-5	50-60	59.76847	45.4446	0.0	4.65075	9.13448	no	5.73207	6.6052	6.58263	6.79039	86.29762	married
International aid/development worker	Williams, Campbell and Gomez	F	"7203 Barr Corner Apt. 093
Tatestad, TX 09698"	O+	062-12-9692	Teresa Ramos	1915-12-02	White	105	6.03189	98.33455	7.18462	7-8	90-100	54.55047	41.05912	0.0	7.21185	9.46447	no	4.79805	6.92759	6.80736	7.86451	43.33437	divorced
Engineer, building services	Jones, Salas and Mora	F	"4778 Ponce Trafficway Apt. 897
Rasmussenborough, NV 38011"	B+	343-42-7984	Sarah Ford	1920-06-13	White	101	6.75922	6.38085	4.93819	6-7	0-10	72.225	71.01827	0.0	6.20234	8.77558	no	5.13068	5.21111	6.81551	8.94224	24.0379575	divorced
Engineer, building services	Jones, Salas and Mora	F	"4778 Ponce Trafficway Apt. 897
Rasmussenborough, NV 38011"	B+	343-42-7984	Sarah Ford	1920-06-13	White	101	3.8973	112.62445	8.08142	7-8	110-120	56.97962	48.06745	1.0	7.03614	4.67934	no	6.21793	6.02545	6.04192	6.90938	78.36814	divorced
Engineer, building services	Jones, Salas and Mora	F	"4778 Ponce Trafficway Apt. 897
Rasmussenborough, NV 38011"	B+	343-42-7984	Sarah Ford	1920-06-13	White	101	6.88875	57.20787	7.60934	8-9	50-60	53.98305	59.00086	1.0	8.27455	4.23049	no	4.94525	3.823988	5.3826	7.74677	52.29779	single
Engineer, building services	Jones, Salas and Mora	F	"4778 Ponce Trafficway Apt. 897
Rasmussenborough, NV 38011"	B+	343-42-7984	Sarah Ford	1920-06-13	White	101	3.98229	51.85847	6.863252	4-5	50-60	48.62439	65.84488	0.0	4.97161	9.02932	yes	18.926994499999996	7.73577	9.15798	4.24056	27.2666	divorced
Therapeutic radiographer	Foster and Sons	F	"169 Gomez Key
East Michael, HI 15402"	AB-	727-45-4619	Amanda Quinn	1960-04-03	White	61	7.53803	51.62473	7.89244	4-5	50-60	37.25428	65.74136	0.0	4.62928	6.53914	yes	4.10945	4.39154	5.08244	7.23092	75.26683	widowed
Therapeutic radiographer	Foster and Sons	F	"169 Gomez Key
East Michael, HI 15402"	AB-	727-45-4619	Amanda Quinn	1960-04-03	White	61	8.22221	49.84106	7.21836	7-8	40-50	30.65849	39.66889	0.0	7.1774	7.21074	no	7.22263	4.40164	6.62071	5.95557	86.06247	single
Therapeutic radiographer	Foster and Sons	F	"169 Gomez Key
East Michael, HI 15402"	AB-	727-45-4619	Amanda Quinn	1960-04-03	White	61	7.49186	66.88405	7.9648	4-5	60-70	50.86714	45.20257	1.0	4.71831	5.17138	no	6.25036	5.5667	4.66631	7.82146	46.45314	divorced
Therapeutic radiographer	Foster and Sons	F	"169 Gomez Key
East Michael, HI 15402"	AB-	727-45-4619	Amanda Quinn	1960-04-03	White	61	9.99172	87.28024	6.78304	8-9	80-90	31.65413	27.03272	0.0	8.39485	7.95716	no	4.83997	5.72871	6.51319	7.97636	45.93923	divorced
Operational researcher	Owens LLC	M	"467 Calderon Stravenue
New Gregoryfort, CT 40698"	A+	553-24-9773	David Ford	1923-05-19	White	98	7.25312	81.38054	7.76715	3-4	80-90	57.82745	53.59013	0.0	3.90565	6.40958	yes	7.83658	4.37053	6.46515	5.91033	85.08951	divorced
Operational researcher	Owens LLC	M	"467 Calderon Stravenue
New Gregoryfort, CT 40698"	A+	553-24-9773	David Ford	1923-05-19	White	98	7.92397	108.32832	8.816	4-5	100-110	52.29214	57.93862	0.0	4.75129	6.4861	yes	9.19416	4.57207	5.5672	6.84623	80.0901	nop
Operational researcher	Owens LLC	M	"467 Calderon Stravenue
New Gregoryfort, CT 40698"	A+	553-24-9773	David Ford	1923-05-19	White	98	3.47567	69.53479	4.89731	9-10	60-70	63.06876	24.21424	1.0	9.17265	6.91433	yes	16.79678	6.99207	8.31121	6.75522	72.7844	single
Operational researcher	Owens LLC	M	"467 Calderon Stravenue
New Gregoryfort, CT 40698"	A+	553-24-9773	David Ford	1923-05-19	White	98	6.52364	69.9776	8.70035	6-7	60-70	59.71903	52.43158	0.0	6.99207	8.2175	no	17.41591	8.01129	8.16923	5.76069	80.09666	divorced
Logistics and distribution manager	Nichols and Sons	F	"5718 Nathaniel Ville
North Benjamin, GA 09833"	B+	718-22-5381	Lauren Ramirez	2012-05-11	White	9	8.27426	75.9751	6.997654	5-6	70-80	43.258	59.96645	1.0	5.65539	6.07271	no	8.02321	5.75633	6.52547	5.67108	75.29247	separated
Logistics and distribution manager	Nichols and Sons	F	"5718 Nathaniel Ville
North Benjamin, GA 09833"	B+	718-22-5381	Lauren Ramirez	2012-05-11	White	9	8.11176	72.24905	6.903631999999999	6-7	70-80	35.87313	34.95129	1.0	6.37852	6.85684	no	10.80303	6.72204	7.72909	5.77126	82.84034	divorced
Logistics and distribution manager	Nichols and Sons	F	"5718 Nathaniel Ville
North Benjamin, GA 09833"	B+	718-22-5381	Lauren Ramirez	2012-05-11	White	9	8.66655	76.41765	6.40148	5-6	70-80	66.74986	54.77604	1.0	5.33649	7.11974	yes	10.52698	6.28147	7.45071	8.29795	33.5814	married
Logistics and distribution manager	Nichols and Sons	F	"5718 Nathaniel Ville
North Benjamin, GA 09833"	B+	718-22-5381	Lauren Ramirez	2012-05-11	White	9	8.8961	45.10634	5.95036	5-6	40-50	67.32759	58.74719	0.0	5.90751	9.87019	no	10.1819	7.70161	7.10892	5.10938	61.0855	divorced
Fish farm manager	Melendez-Robinson	M	"433 Richard Lock Apt. 371
Port Sherri, WI 55192"	A+	439-54-5474	Vernon Houston	1983-08-11	Asian	38	8.2105	83.99651	6.37379	7-8	80-90	51.59724	76.98707	1.0	7.19999	5.83056	yes	6.02436	5.83567	6.81229	5.68147	83.17804	married
Fish farm manager	Melendez-Robinson	M	"433 Richard Lock Apt. 371
Port Sherri, WI 55192"	A+	439-54-5474	Vernon Houston	1983-08-11	Asian	38	4.24783	29.26392	8.05969	8-9	20-30	54.29478	62.87953	1.0	8.18786	5.39066	no	4.39956	5.86453	6.24429	7.91039	45.32842	single
Fish farm manager	Melendez-Robinson	M	"433 Richard Lock Apt. 371
Port Sherri, WI 55192"	A+	439-54-5474	Vernon Houston	1983-08-11	Asian	38	9.25298	71.28909	7.68591	8-9	70-80	59.65371	59.64735	0.0	8.70789	6.62821	no	8.13092	3.90741	6.04649	7.87792	49.8579	single
Fish farm manager	Melendez-Robinson	M	"433 Richard Lock Apt. 371
Port Sherri, WI 55192"	A+	439-54-5474	Vernon Houston	1983-08-11	Asian	38	5.64169	51.48433	6.52314	8-9	50-60	47.63847	61.38095	1.0	8.51329	6.01787	yes	5.93733	5.81654	5.03989	6.69753	86.54101	married
Engineer, manufacturing systems	Brock, Ponce and Vargas	F	"7227 Hall Flat
Fisherville, IL 88873"	B+	285-04-6106	Jennifer Schwartz	2008-03-14	Black	13	9.73779	74.88481	7.11041	7-8	70-80	49.50808	45.64544	0.0	7.46417	7.57256	yes	3.79223	5.59972	6.41175	6.53275	82.97386	married
Engineer, manufacturing systems	Brock, Ponce and Vargas	F	"7227 Hall Flat
Fisherville, IL 88873"	B+	285-04-6106	Jennifer Schwartz	2008-03-14	Black	13	6.66943	52.51815	6.82908	8-9	50-60	48.97763	36.14559	1.0	8.23812	4.22426	no	5.58294	3.823988	7.04191	6.05026	79.12067	single
Engineer, manufacturing systems	Brock, Ponce and Vargas	F	"7227 Hall Flat
Fisherville, IL 88873"	B+	285-04-6106	Jennifer Schwartz	2008-03-14	Black	13	6.87298	72.50092	6.37671	5-6	70-80	49.76614	56.50642	1.0	5.00747	4.60584	no	8.42034	5.70083	6.94056	8.06737	37.98783	married
Engineer, manufacturing systems	Brock, Ponce and Vargas	F	"7227 Hall Flat
Fisherville, IL 88873"	B+	285-04-6106	Jennifer Schwartz	2008-03-14	Black	13	5.43069	70.19147	5.40629	7-8	70-80	47.95759	61.06278	1.0	7.25332	6.19794	no	7.73156	7.10908	6.7538	7.47084	62.90025	separated
Games developer	Buchanan, Franco and Allen	F	"Unit 4054 Box 4956
DPO AA 25662"	O-	562-30-6108	Charlotte Salazar	1934-01-11	Black	87	8.00857	35.10624	7.50046	6-7	30-40	57.33083	56.32312	1.0	6.28543	5.79037	no	7.53006	5.85649	6.72968	6.35661	82.98669	married
Games developer	Buchanan, Franco and Allen	F	"Unit 4054 Box 4956
DPO AA 25662"	O-	562-30-6108	Charlotte Salazar	1934-01-11	Black	87	5.80309	54.20026	7.15789	8-9	50-60	31.56369	56.64844	1.0	8.79483	5.6596	yes	4.94199	4.80366	6.6468	5.30516	66.84114	married
Games developer	Buchanan, Franco and Allen	F	"Unit 4054 Box 4956
DPO AA 25662"	O-	562-30-6108	Charlotte Salazar	1934-01-11	Black	87	6.563523999999999	19.70231	5.52228	7-8	10-20	45.9097	48.84092	1.0	7.04193	4.66502	no	8.91802	3.92996	7.50367	7.375	65.68609	single
Games developer	Buchanan, Franco and Allen	F	"Unit 4054 Box 4956
DPO AA 25662"	O-	562-30-6108	Charlotte Salazar	1934-01-11	Black	87	7.93198	97.99923	7.86965	7-8	90-100	53.3191	46.89428	1.0	7.12059	6.03115	no	10.56121	6.29756	7.78301	5.51711	74.18927	divorced
Amenity horticulturist	Cook-Dixon	M	"939 Blake Manors
New Edwin, WY 52577"	B-	640-63-0379	James Quinn	1912-08-27	White	109	7.33441	85.57454	6.6408	4-5	80-90	23.26523	38.11391	1.0	4.93394	5.11573	yes	6.7997	5.70308	5.50742	6.63645	89.688798	married
Amenity horticulturist	Cook-Dixon	M	"939 Blake Manors
New Edwin, WY 52577"	B-	640-63-0379	James Quinn	1912-08-27	White	109	7.19565	108.91243	6.37595	8-9	100-110	60.3643	50.81526	0.0	8.25264	8.868	yes	3.7128785	7.11474	5.95446	6.14866	79.52253	widowed
Amenity horticulturist	Cook-Dixon	M	"939 Blake Manors
New Edwin, WY 52577"	B-	640-63-0379	James Quinn	1912-08-27	White	109	6.28084	17.6043	8.08092	4-5	10-20	42.16741	51.8858	0.0	4.37139	8.96822	no	4.19436	5.81892	6.27902	5.4829	76.84581	single
Amenity horticulturist	Cook-Dixon	M	"939 Blake Manors
New Edwin, WY 52577"	B-	640-63-0379	James Quinn	1912-08-27	White	109	5.17079	76.28865	6.17431	6-7	70-80	73.93013	29.70813	1.0	6.33228	4.69656	yes	10.53604	5.21725	7.6269	7.08125	74.23093	divorced
Patent attorney	Olsen-Baker	F	"076 Randy Isle Apt. 511
Roberttown, NY 73523"	A-	887-94-5958	Leslie Davis	1932-05-13	White	89	5.10435	130.06541	7.4141	8-9	130-140	44.32359	48.05677	1.0	8.81644	6.36838	no	6.99385	6.33379	4.76349	5.32918	67.7193	divorced
Patent attorney	Olsen-Baker	F	"076 Randy Isle Apt. 511
Roberttown, NY 73523"	A-	887-94-5958	Leslie Davis	1932-05-13	White	89	6.00178	45.0313	6.49415	7-8	40-50	48.22663	75.79119	1.0	7.76329	5.34302	no	7.84469	6.06864	6.81878	8.123522	41.47977	divorced
Patent attorney	Olsen-Baker	F	"076 Randy Isle Apt. 511
Roberttown, NY 73523"	A-	887-94-5958	Leslie Davis	1932-05-13	White	89	7.89448	59.87476	7.47822	4-5	50-60	34.93089	46.76533	1.0	4.86313	5.44959	yes	9.06803	5.45556	7.39636	9.42327	24.0379575	divorced
Patent attorney	Olsen-Baker	F	"076 Randy Isle Apt. 511
Roberttown, NY 73523"	A-	887-94-5958	Leslie Davis	1932-05-13	White	89	5.26542	1.23488	6.44866	9-10	0-10	58.6674	58.66136	1.0	9.52612	6.9975	yes	4.95974	6.13566	6.43436	6.33198	88.89134	married
Building control surveyor	Smith, Murray and Pope	M	"36520 Brendan Knoll Apt. 496
Smithbury, RI 22017"	AB-	253-39-9029	Larry Bond	1919-03-01	White	102	5.4679	112.73841	6.29385	6-7	110-120	46.90509	35.37827	1.0	6.98889	4.82079	no	6.11128	5.33019	6.29593	7.05447	80.79192	divorced
Building control surveyor	Smith, Murray and Pope	M	"36520 Brendan Knoll Apt. 496
Smithbury, RI 22017"	AB-	253-39-9029	Larry Bond	1919-03-01	White	102	7.19186	16.39174	7.5524	3-4	10-20	66.58937	52.81232	1.0	3.6445	6.25004	no	5.17818	6.6778	6.7482	7.20345	74.6822	widowed
Building control surveyor	Smith, Murray and Pope	M	"36520 Brendan Knoll Apt. 496
Smithbury, RI 22017"	AB-	253-39-9029	Larry Bond	1919-03-01	White	102	4.71457	98.77947	7.69872	4-5	90-100	40.11403	46.88581	0.0	4.34199	7.5008	no	11.35745	8.83273	7.57535	6.23411	81.61366	married
Building control surveyor	Smith, Murray and Pope	M	"36520 Brendan Knoll Apt. 496
Smithbury, RI 22017"	AB-	253-39-9029	Larry Bond	1919-03-01	White	102	8.0647	31.07557	7.14743	4-5	30-40	55.57414200000001	29.4221	1.0	4.47973	5.46779	no	7.69792	5.26631	7.47782	7.90555	40.87541	single
Commercial horticulturist	Watts Ltd	F	"95902 William Wells Apt. 869
Smithshire, TX 64385"	O-	318-26-2102	Christina Tran	1910-12-30	Hawaiian	110	4.81611	84.52103	5.0363	3-4	80-90	50.36246	65.59482	0.0	3.85805	6.23029	no	11.26335	8.8744005	7.52278	6.73872	82.15568	divorced
Commercial horticulturist	Watts Ltd	F	"95902 William Wells Apt. 869
Smithshire, TX 64385"	O-	318-26-2102	Christina Tran	1910-12-30	Hawaiian	110	6.54291	140.69879	8.18593	7-8	140-150	31.59831	50.64612	0.0	7.96295	8.58061	no	6.36981	7.38497	6.04745	6.58068	89.688798	divorced
Commercial horticulturist	Watts Ltd	F	"95902 William Wells Apt. 869
Smithshire, TX 64385"	O-	318-26-2102	Christina Tran	1910-12-30	Hawaiian	110	3.98962	35.8961	7.55878	4-5	30-40	37.54002	59.41378	0.0	4.13086	7.2143	no	5.20774	8.8744005	5.77247	4.62206	46.27096	single
Commercial horticulturist	Watts Ltd	F	"95902 William Wells Apt. 869
Smithshire, TX 64385"	O-	318-26-2102	Christina Tran	1910-12-30	Hawaiian	110	4.10536	100.30782	7.38078	7-8	100-110	49.67517	58.0533	1.0	7.81425	4.98148	yes	14.66367	5.96581	7.96638	7.08251	69.24654	divorced
Water quality scientist	Jackson-Simpson	F	"5911 Harris Glens Suite 603
South Laurenside, DC 41712"	O+	175-43-0985	Melissa Anderson	1992-06-01	White	29	4.32817	75.84633	8.80921	8-9	70-80	30.64733	29.42558	1.0	8.86151	5.41385	yes	7.70285	5.45931	6.87755	6.73132	81.98794	nop
Water quality scientist	Jackson-Simpson	F	"5911 Harris Glens Suite 603
South Laurenside, DC 41712"	O+	175-43-0985	Melissa Anderson	1992-06-01	White	29	5.09098	87.28972	7.17169	7-8	80-90	44.44146	49.56652	1.0	7.73618	5.51964	no	8.05598	6.09157	6.61503	7.23533	72.63032	divorced
Water quality scientist	Jackson-Simpson	F	"5911 Harris Glens Suite 603
South Laurenside, DC 41712"	O+	175-43-0985	Melissa Anderson	1992-06-01	White	29	5.8347	108.06809	7.98136	8-9	100-110	39.6835	49.03446	1.0	8.26008	6.83072	yes	10.47481	7.46365	7.54012	7.8223	43.94187	widowed
